ticket_custom_field_id,zendesk_ticket_id,field_id,field_value,extracted_at
54|53413889909659,54,53413889909659,,2026-08-06T07:59:40.903Z
54|53413906451867,54,53413906451867,,2026-08-06T07:59:40.903Z
54|53413906511387,54,53413906511387,,2026-08-06T07:59:40.903Z
83|22950764862363,83,22950764862363,,2026-08-06T07:59:40.903Z
83|22951106310811,83,22951106310811,mosaiq_dicom_namer,2026-08-06T07:59:40.903Z
83|22986688179995,83,22986688179995,no,2026-08-06T07:59:40.903Z
83|23570126394907,83,23570126394907,,2026-08-06T07:59:40.903Z
83|34267608050075,83,34267608050075,,2026-08-06T07:59:40.903Z
83|39065204608155,83,39065204608155,,2026-08-06T07:59:40.903Z
83|40011436329115,83,40011436329115,,2026-08-06T07:59:40.903Z
83|43011722643739,83,43011722643739,,2026-08-06T07:59:40.903Z
83|43806479792155,83,43806479792155,,2026-08-06T07:59:40.903Z
83|43806495652507,83,43806495652507,,2026-08-06T07:59:40.903Z
83|46198959369371,83,46198959369371,,2026-08-06T07:59:40.903Z
83|46199043039259,83,46199043039259,,2026-08-06T07:59:40.903Z
83|49468052627483,83,49468052627483,,2026-08-06T07:59:40.903Z
83|50338064550299,83,50338064550299,,2026-08-06T07:59:40.903Z
83|50338094524571,83,50338094524571,,2026-08-06T07:59:40.903Z
83|51536708125979,83,51536708125979,,2026-08-06T07:59:40.903Z
83|53413823625115,83,53413823625115,,2026-08-06T07:59:40.903Z
83|53413857466651,83,53413857466651,,2026-08-06T07:59:40.903Z
83|53413889889179,83,53413889889179,,2026-08-06T07:59:40.903Z
83|53413889909659,83,53413889909659,,2026-08-06T07:59:40.903Z
83|53413906451867,83,53413906451867,,2026-08-06T07:59:40.903Z
83|53413906511387,83,53413906511387,,2026-08-06T07:59:40.903Z
82|22950764862363,82,22950764862363,,2026-08-06T07:59:40.903Z
82|22951106310811,82,22951106310811,,2026-08-06T07:59:40.903Z
